pin_int,unique_clinic_patients,clinic_orders,clinic_revenue,clinics_visited
782411,3,94,74000.0,1
782425,2,78,43000.0,1
782426,4,191,127100.0,2
782427,1,21,15000.0,1
782428,2,2,2000.0,1
782429,1,98,30000.0,1
782430,1,67,53000.0,1
782435,8,388,248000.0,1
782439,2,56,40000.0,1
782440,3,61,44700.0,2
782441,1,64,30000.0,1
782445,4,189,109000.0,1
782446,10,375,237500.0,3
782447,7,196,136900.0,2
782448,6,204,111000.0,2
782450,1,52,30000.0,1
782460,51,2236,1320400.0,2
782461,1,59,30000.0,1
782462,2,135,68000.0,1
782464,1,18,10000.0,1
782470,2,84,50000.0,1
782480,24,770,483000.0,5
782481,4,246,139000.0,1
782482,1,59,32000.0,1
782485,5,218,130000.0,2
782486,1,52,30000.0,1
782490,6,244,143000.0,1
782642,1,1,1000.0,1
783003,1,18,18500.0,1
783101,4,78,61000.0,1
783103,1,35,22000.0,1
783121,1,64,30000.0,1
783124,3,124,71000.0,1
783126,1,28,20000.0,1
783127,1,1,1000.0,1
783129,1,1,1000.0,1
783130,1,64,30000.0,1
783131,1,53,33000.0,1
783135,4,58,38000.0,2
783139,1,51,30000.0,1
783301,11,372,230000.0,4
783324,1,58,41000.0,1
783330,2,28,21500.0,1
783331,2,50,30000.0,1
783334,3,92,61000.0,1
783335,3,109,64000.0,2
783336,1,17,16500.0,1
783337,1,34,15000.0,1
783339,2,8,8000.0,1
783346,3,76,62500.0,2
783347,1,12,0.0,1
783348,3,87,71000.0,2
783349,1,24,21000.0,1
783360,1,33,15000.0,1
783361,1,31,20000.0,1
783370,11,423,236001.0,2
783371,1,70,38000.0,1
783372,1,32,22500.0,1
783373,1,92,50000.0,1
783380,14,545,365500.0,2
783381,2,79,51000.0,1
783384,4,99,74000.0,1
783385,1,54,33000.0,1
783388,2,85,51000.0,1
783390,4,187,124500.0,1
783393,3,86,73500.0,1
783610,5,33,26420.0,5
784001,8,307,200100.0,2
784003,1,24,21000.0,1
784010,1,55,32500.0,1
784027,1,37,27000.0,1
784028,1,1,0.0,1
784110,5,162,102000.0,1
784112,4,78,33000.0,4
784114,2,92,57000.0,1
784115,4,107,76900.0,2
784116,3,175,106000.0,1
784125,1,13,0.0,1
784145,6,178,117400.0,4
784146,1,1,1000.0,1
784149,3,98,93500.0,1
784150,1,26,20000.0,1
784153,1,18,18500.0,1
784160,1,30,20000.0,1
784166,1,57,33000.0,1
784167,2,94,50000.0,1
784168,1,27,20000.0,1
784169,1,78,65500.0,1
784171,1,60,30000.0,1
784174,2,77,50000.0,1
784175,3,173,98000.0,1
784176,2,21,23000.0,1
784178,2,87,50000.0,2
784179,1,27,21000.0,1
784180,8,39,33600.0,7
784182,1,54,33000.0,1
784189,1,52,33000.0,1
784190,2,20,21000.0,1
784441,1,54,41000.0,1
784501,3,101,73500.0,1
784504,1,72,40500.0,1
784506,3,103,64200.0,2
784507,1,58,33000.0,1
784509,4,255,147600.0,1
784521,1,46,30000.0,1
784522,1,11,10000.0,1
784523,2,120,60000.0,1
784525,2,28,25500.0,1
784526,1,54,30000.0,1
784529,1,28,20000.0,1
785001,15,468,286500.0,2
785004,2,70,65000.0,1
785006,3,14,11500.0,2
785008,1,30,19000.0,1
785013,1,27,21000.0,1
785015,1,58,33000.0,1
785101,1,1,1000.0,1
785104,1,27,20000.0,1
785110,1,21,13500.0,1
785504,1,15,10000.0,1
785601,7,226,142000.0,1
785602,2,106,58000.0,1
785611,1,51,30000.0,1
785612,1,30,20000.0,1
785614,1,52,30000.0,1
785619,1,15,10000.0,1
785621,18,647,404500.0,2
785630,1,78,48000.0,1
785634,2,87,50000.0,2
785640,1,25,20000.0,1
785641,1,88,38000.0,1
785642,1,51,30000.0,1
785671,1,9,10000.0,1
785675,1,27,20000.0,1
785676,1,58,30000.0,1
785684,1,45,30000.0,1
785685,2,61,44500.0,1
785690,1,9,0.0,1
785693,1,25,20000.0,1
785696,2,42,33000.0,2
785699,1,32,15000.0,1
785702,2,45,26000.0,1
786001,8,275,159500.0,5
786002,1,66,38000.0,1
786003,2,30,28000.0,2
786005,1,1,0.0,1
786008,1,1,1000.0,1
786012,1,1,1000.0,1
786101,1,1,1000.0,1
786125,6,136,79900.0,2
786126,1,51,30000.0,1
786150,1,2,0.0,1
786152,1,73,52000.0,1
786157,1,1,1000.0,1
786160,1,9,10500.0,1
786171,1,1,2000.0,1
786181,4,48,32000.0,3
786184,1,1,1000.0,1
786191,1,10,10500.0,1
786601,1,49,45500.0,1
786602,3,154,97000.0,1
786610,3,173,90000.0,1
786612,1,61,42000.0,1
786613,1,14,11775.0,1
787001,5,97,76500.0,2
787032,1,26,20000.0,1
787052,1,9,10500.0,1
787054,1,40,40000.0,1
787055,4,130,76000.0,2
787057,2,53,44500.0,1
787058,1,26,21000.0,1
787059,2,73,55000.0,1
787060,3,108,67500.0,2
787112,1,66,38000.0,1
788001,7,237,141000.0,4
788002,3,94,61000.0,1
788003,4,140,90600.0,3
788004,1,30,20000.0,1
788005,5,239,139000.0,2
788006,2,96,68500.0,1
788007,2,74,52000.0,1
788009,1,23,22900.0,1
788025,1,15,14500.0,1
788030,2,82,50000.0,1
788031,1,52,41000.0,1
788098,1,1,1000.0,1
788101,2,114,58000.0,1
788104,1,12,9000.0,1
788115,1,20,18500.0,1
788120,1,48,33500.0,1
788121,1,1,1000.0,1
788151,1,7,5000.0,1
788152,1,54,39000.0,1
788155,1,29,21000.0,1
788156,1,1,1000.0,1
788161,1,8,3734.0,1
788166,1,1,2000.0,1
788710,4,153,102000.0,1
788713,1,5,5000.0,1
788722,1,15,20500.0,1
788734,1,27,22000.0,1
788805,3,26,21000.0,1
788806,4,101,58150.0,1
788815,3,50,46500.0,1
788816,2,8,6000.0,1
788818,1,68,38000.0,1
788819,6,219,144000.0,1
788831,1,10,0.0,1
788931,2,52,30000.0,1
790001,1,8,10000.0,1
790002,1,24,21000.0,1
790006,1,50,33000.0,1
790101,2,28,21000.0,2
790102,2,85,55000.0,2
790104,2,4,0.0,1
790105,1,49,41000.0,1
790114,2,58,43000.0,1
790116,1,39,0.0,1
791001,2,115,58000.0,1
791002,1,44,33000.0,1
791003,1,52,30000.0,1
791102,5,265,166000.0,2
791109,8,219,137000.0,3
791110,11,463,283500.0,2
791111,35,863,549575.0,5
791112,9,323,179000.0,2
791113,7,195,146200.0,3
791114,1,58,30000.0,1
791120,4,246,143000.0,2
792001,2,72,53000.0,1
792103,2,110,70000.0,1
792105,1,28,20000.0,1
792110,1,31,19000.0,1
792122,1,48,60000.0,1
792130,2,79,38000.0,2
793001,10,388,231600.0,2
793002,4,156,130000.0,2
793003,6,142,107500.0,1
793004,5,268,143000.0,1
793005,3,71,44100.0,3
793009,1,14,10000.0,1
793010,1,67,30000.0,1
793011,2,68,49000.0,1
793014,2,106,53000.0,1
793017,1,26,20000.0,1
793019,3,99,102000.0,1
793021,2,82,50000.0,1
793022,2,91,53000.0,1
793023,1,65,52500.0,1
793101,2,132,63000.0,1
793102,1,116,60000.0,1
793105,2,79,48000.0,1
793108,1,75,61000.0,1
793119,2,98,58000.0,1
793121,1,27,22000.0,1
793126,1,27,20000.0,1
793150,10,266,207800.0,2
793151,4,186,126000.0,1
793160,3,166,109500.0,1
793200,4,243,152000.0,1
793210,2,52,31000.0,1
793270,1,47,33000.0,1
793277,1,2,0.0,1
794001,5,130,93000.0,2
794005,1,59,30000.0,1
794101,1,28,20000.0,1
794104,3,131,86000.0,1
794105,1,76,38000.0,1
794106,2,68,38000.0,2
794109,1,29,20000.0,1
794111,1,66,38000.0,1
795001,23,703,461100.0,6
795004,1,30,25200.0,1
795005,1,24,21000.0,1
795006,1,31,28500.0,1
795010,2,5,1000.0,2
795106,3,123,80000.0,2
795118,1,38,15000.0,1
795127,1,24,20000.0,1
795128,1,46,30000.0,1
795132,1,39,33000.0,1
795133,1,65,38000.0,1
795148,1,17,13500.0,1
795149,1,75,38000.0,1
795159,1,24,20000.0,1
795196,1,1,0.0,1
796009,1,7,5100.0,1
797001,28,1004,612500.0,3
797103,18,828,492000.0,2
797105,2,181,97000.0,1
797106,5,159,110000.0,1
797107,1,24,22000.0,1
797108,1,58,30000.0,1
797109,1,57,41000.0,1
797110,5,90,61000.0,1
797111,7,242,155299.0,1
797112,170,5692,3416799.0,3
797113,15,573,337900.0,2
797115,14,516,310000.0,1
797116,14,578,342000.0,1
797117,3,53,39700.0,2
797118,6,234,126000.0,1
798601,8,268,167000.0,1
798603,1,49,30000.0,1
798611,2,94,61000.0,1
798612,2,62,34000.0,1
798620,4,159,100000.0,1
798621,10,389,257000.0,1
798625,2,128,78000.0,1
799001,6,286,185575.0,5
799003,1,53,30000.0,1
799005,1,12,12060.0,1
799006,4,77,33000.0,3
799013,1,75,38000.0,1
799014,3,63,42000.0,3
799045,1,13,10000.0,1
799102,1,24,22000.0,1
799105,1,86,38000.0,1
799120,2,42,41000.0,2
799144,1,48,30000.0,1
799145,1,52,30000.0,1
799203,1,34,23500.0,1
799250,2,47,34000.0,1
799270,1,30,20000.0,1
799279,1,28,20000.0,1
799280,3,85,50000.0,2
799285,1,53,30000.0,1
800001,82,2333,1531184.0,13
800002,14,489,286900.0,1
800003,3,124,77000.0,1
800004,7,263,142000.0,2
800006,14,384,230000.0,2
800007,20,735,423500.0,3
800008,19,558,351600.0,3
800009,9,248,140000.0,3
800010,4,107,61000.0,1
800011,8,213,120500.0,1
800013,10,275,175400.0,4
800014,16,605,380720.0,3
800016,7,226,124500.0,1
800018,4,103,56000.0,1
800020,89,2421,1506500.0,6
800023,6,108,59000.0,1
800024,9,307,178500.0,1
800025,10,338,216775.0,2
800026,17,551,329499.0,2
800027,6,181,150260.0,2
800086,1,1,1000.0,1
800201,2,41,32000.0,1
801103,7,243,159000.0,1
801104,1,30,15000.0,1
801105,6,196,122500.0,1
801106,1,52,33000.0,1
801108,2,137,71000.0,1
801109,5,73,44200.0,3
801110,1,58,30000.0,1
801111,1,14,11000.0,1
801112,3,110,65000.0,2
801113,1,9,10000.0,1
801222,1,23,20000.0,1
801301,2,61,34000.0,1
801302,3,154,91000.0,1
801303,2,104,66900.0,1
801304,1,51,30000.0,1
801305,2,110,68000.0,1
801310,1,6,0.0,1
801503,18,598,390700.0,1
801505,25,700,394300.0,2
801506,2,33,20000.0,1
802101,6,93,52900.0,2
802103,1,25,33000.0,1
802113,1,9,10000.0,1
802114,1,49,22500.0,1
802117,1,9,10500.0,1
802119,1,34,21000.0,1
802133,1,49,30000.0,1
802152,3,128,73500.0,1
802155,1,35,33000.0,1
802163,2,101,45000.0,1
802165,2,72,46000.0,2
802201,2,56,32000.0,1
802202,1,47,20000.0,1
802203,1,1,1000.0,1
802204,1,63,30000.0,1
802206,2,67,34000.0,1
802207,2,111,63000.0,1
802212,3,65,28000.0,2
802223,1,1,1000.0,1
802251,1,64,38000.0,1
802301,21,663,370600.0,3
802302,1,7,5000.0,1
802303,2,48,25500.0,1
802312,1,1,1000.0,1
803001,2,75,43000.0,1
803016,1,11,10500.0,1
803101,18,718,405500.0,4
803110,2,48,31000.0,1
803114,1,46,30000.0,1
803117,1,58,30000.0,1
803118,1,25,21000.0,1
803119,1,25,21000.0,1
803201,2,82,45000.0,1
803202,2,115,60000.0,1
803203,1,1,1000.0,1
803212,3,191,100000.0,1
803213,8,249,142000.0,2
803214,3,137,93000.0,1
803216,1,21,30000.0,1
803301,1,1,1000.0,1
803302,1,62,30000.0,1
803303,1,7,0.0,1
803327,2,130,68000.0,1
804401,2,117,60000.0,2
804404,1,45,30000.0,1
804405,6,200,99000.0,1
804408,3,10,2000.0,2
804417,1,76,38000.0,1
804419,1,1,1000.0,1
804421,3,141,82800.0,1
804422,1,6,0.0,1
804424,1,1,480.0,1
804425,1,17,10000.0,1
804427,2,92,46400.0,1
804432,2,18,12000.0,1
804451,2,76,52000.0,1
804452,4,121,80000.0,2
804453,8,300,185600.0,2
804454,1,38,19980.0,1
805105,2,8,1000.0,1
805107,1,21,23000.0,1
805110,2,69,31400.0,2
805112,2,107,60000.0,1
805122,1,1,1000.0,1
805123,1,1,1000.0,1
805124,4,185,111000.0,1
805125,1,25,15000.0,1
805127,3,99,60000.0,1
811101,4,99,66000.0,1
811103,1,45,30000.0,1
811106,3,67,40000.0,1
811201,8,331,182500.0,5
811202,5,96,60000.0,2
811213,1,1,1000.0,1
811214,6,145,75300.0,2
811305,1,1,1000.0,1
811306,2,35,20000.0,2
811307,3,45,26500.0,1
811308,1,26,20000.0,1
811310,4,153,89500.0,1
811311,3,130,68000.0,2
811312,1,80,38000.0,1
811314,1,56,30000.0,1
811316,1,1,1000.0,1
811317,2,52,42000.0,1
811321,1,49,20000.0,1
812001,12,421,236500.0,4
812002,2,58,36000.0,1
812003,6,272,171000.0,2
812005,3,130,80000.0,2
812006,1,47,30000.0,1
813108,1,81,38000.0,1
813109,2,63,44000.0,1
813201,5,145,92000.0,1
813202,1,50,31000.0,1
813205,1,10,10500.0,1
813209,1,94,50000.0,1
813211,2,77,51000.0,2
813222,1,53,30000.0,1
813321,1,60,33000.0,1
814101,7,250,142000.0,4
814102,1,17,10000.0,1
814110,1,1,99.0,1
814112,5,166,93000.0,2
814133,1,65,30000.0,1
814141,1,50,30000.0,1
814143,1,21,0.0,1
814146,2,83,57000.0,1
814147,1,27,22000.0,1
814151,1,19,16900.0,1
814156,1,64,38000.0,1
814157,1,67,33000.0,1
814158,1,47,30000.0,1
814160,1,7,5000.0,1
815301,16,407,212100.0,2
815302,2,107,63000.0,1
815312,1,1,1000.0,1
815313,1,45,30000.0,1
815314,1,63,33000.0,1
815316,1,45,30000.0,1
815351,2,74,53900.0,2
815352,1,16,12200.0,1
815353,1,7,0.0,1
816101,1,7,1900.0,1
816106,1,54,30000.0,1
816107,3,104,72000.0,2
816109,4,130,92000.0,2
816120,2,87,33001.0,1
821002,1,31,21000.0,1
821101,8,126,83500.0,3
821102,2,7,6000.0,1
821108,2,106,60000.0,2
821109,2,65,31000.0,1
821111,1,26,24900.0,1
821113,3,97,61000.0,2
821115,3,49,42600.0,3
821304,2,49,39600.0,2
821305,1,52,30000.0,1
821307,1,1,1000.0,1
821312,1,64,30000.0,1
822101,15,612,346000.0,1
822102,4,139,96500.0,2
822110,3,99,55000.0,1
822112,1,61,33000.0,1
822113,2,129,60000.0,1
822114,11,439,271000.0,3
822116,2,89,50000.0,2
822119,1,46,30000.0,1
822121,1,10,10000.0,1
822122,1,28,20000.0,1
822123,3,185,93000.0,1
822124,5,192,119000.0,1
822126,1,16,11000.0,1
822132,1,10,8500.0,1
822134,1,48,20000.0,1
823001,18,495,320006.0,9
823002,7,336,176600.0,3
823003,5,130,66000.0,3
823005,1,24,22500.0,1
823202,1,53,30000.0,1
823303,1,65,34000.0,1
824101,9,254,157000.0,3
824102,2,64,34000.0,1
824111,1,23,18600.0,1
824120,1,59,30000.0,1
824122,2,131,68000.0,1
824123,5,154,76000.0,2
824125,3,89,42000.0,2
824127,1,12,11160.0,1
824143,1,18,20000.0,1
824203,2,26,21600.0,2
824205,1,26,20000.0,1
824210,1,56,38000.0,1
824211,1,57,38000.0,1
824231,2,64,54000.0,2
824236,2,74,53000.0,2
824301,1,16,13500.0,1
825001,1,26,22000.0,1
825101,2,90,50700.0,1
825102,1,1,1000.0,1
825109,7,256,141000.0,1
825111,1,57,34000.0,1
825202,1,56,30000.0,1
825217,1,60,37000.0,1
825301,31,1148,622700.0,1
825302,2,70,34000.0,1
825303,1,30,28500.0,1
825311,3,129,75500.0,1
825313,1,68,30000.0,1
825314,2,58,32000.0,1
825317,4,74,36000.0,1
825319,1,9,700.0,1
825320,1,57,30000.0,1
825322,4,125,64000.0,2
825325,2,16,11000.0,1
825330,1,1,1000.0,1
825336,1,48,30000.0,1
825401,9,383,220500.0,1
825404,1,58,30000.0,1
825405,6,129,97800.0,4
825406,2,64,42000.0,1
825408,1,61,32500.0,1
825409,6,152,88500.0,2
825411,2,109,51500.0,1
825412,1,15,11000.0,1
825619,1,28,30000.0,1
826001,10,599,275000.0,4
826004,3,53,38500.0,1
826005,4,138,80000.0,1
826007,9,400,201000.0,1
826010,1,70,30000.0,1
827001,5,158,82000.0,1
827003,2,45,47031.0,2
827004,2,35,29000.0,1
827009,5,206,100000.0,2
827010,3,75,59000.0,1
827012,1,76,33000.0,1
827013,11,471,239000.0,1
828104,1,26,16000.0,1
828109,2,122,55500.0,1
828111,1,65,38000.0,1
828113,1,40,30000.0,1
828116,2,94,52500.0,1
828122,1,40,30000.0,1
828126,1,25,20000.0,1
828127,1,49,33000.0,1
828130,1,1,700.0,1
828132,2,70,33000.0,2
828134,1,61,30000.0,1
828201,1,21,22000.0,1
828202,1,1,0.0,1
828309,1,75,33000.0,1
828403,3,97,74000.0,1
828404,2,143,63000.0,1
829101,4,118,81000.0,1
829102,1,27,20000.0,1
829103,1,59,30000.0,1
829104,5,222,140000.0,1
829107,2,141,80000.0,1
829109,1,65,30000.0,1
829110,2,96,60000.0,1
829112,3,106,42000.0,1
829117,3,158,90000.0,1
829118,2,105,63000.0,1
829119,3,118,70000.0,1
829122,11,522,259500.0,2
829123,1,1,1000.0,1
829128,1,66,33000.0,1
829134,2,7,6000.0,1
829135,1,1,1000.0,1
829143,1,79,38000.0,1
829144,2,85,58500.0,1
829202,3,56,30000.0,2
829204,2,89,48000.0,1
829205,3,143,86000.0,1
829206,6,175,90000.0,1
829207,1,46,31000.0,1
829210,3,168,89500.0,1
829301,4,40,22000.0,2
830004,1,8,0.0,1
831001,9,299,164710.0,6
831002,8,269,159000.0,1
831003,4,211,111000.0,1
831004,11,363,194000.0,2
831005,11,370,212500.0,4
831006,2,81,50000.0,1
831009,4,178,104600.0,2
831011,9,271,148000.0,1
831012,18,786,453200.0,5
831013,5,169,106001.0,2
831014,4,164,79000.0,2
831015,5,157,103500.0,1
831017,2,40,22001.0,2
831019,4,108,72000.0,1
831021,1,47,30000.0,1
831109,1,1,1000.0,1
831305,1,27,22000.0,1
832104,2,59,40000.0,1
832107,1,8,8500.0,1
832108,5,163,89000.0,1
832109,1,22,18000.0,1
832110,4,135,77900.0,3
832114,1,47,33000.0,1
832123,1,58,30000.0,1
832210,1,64,30000.0,1
832303,1,49,30000.0,1
832401,5,110,64000.0,1
832402,2,70,34000.0,1
832404,1,70,34000.0,1
833101,4,126,84000.0,3
833102,6,383,195500.0,1
833104,1,62,30000.0,1
833105,1,13,8500.0,1
833201,8,375,215000.0,2
833203,1,52,33299.0,1
833204,3,132,78000.0,1
833215,1,58,33000.0,1
833216,2,112,56000.0,1
833217,1,39,30000.0,1
833218,2,56,33000.0,2
833219,2,98,45000.0,1
833222,1,3,0.0,1
833401,1,7,0.0,1
834001,189,6216,3335194.8,8
834002,59,2430,1311500.0,2
834003,48,1997,1147900.0,5
834004,27,1108,625298.0,2
834005,31,1244,697499.0,2
834006,20,679,378500.0,1
834007,1,45,30000.0,1
834008,38,1584,865700.0,4
834009,34,1489,812500.0,2
834010,17,652,339399.0,1
834011,10,313,206000.0,1
834012,2,87,40000.0,2
834303,1,17,10000.0,1
834522,1,78,30000.0,1
835101,3,114,60000.0,1
835102,3,121,68500.0,1
835103,12,461,254000.0,1
835201,3,186,85691.0,1
835202,4,126,62000.0,1
835203,1,1,1000.0,1
835204,2,60,38000.0,1
835206,2,61,34000.0,2
835207,9,409,237000.0,1
835209,1,36,21000.0,1
835210,13,453,235100.0,3
835213,2,88,64900.0,1
835214,7,285,182500.0,1
835215,2,56,29000.0,1
835216,5,182,95500.0,2
835217,11,367,208000.0,2
835218,1,90,55000.0,1
835219,6,217,98360.0,2
835221,7,354,185701.0,1
835222,16,621,357000.0,2
835223,9,317,160000.0,1
835225,2,19,11000.0,1
835227,5,265,145000.0,1
835229,1,63,33000.0,1
835231,1,34,21000.0,1
835235,1,1,1000.0,1
835301,2,126,63001.0,1
835302,21,782,436896.0,1
835303,7,243,122000.0,1
835315,1,60,33000.0,1
835324,3,44,46275.0,2
835330,1,32,8500.0,1
836908,1,22,17900.0,1
837102,1,21,18000.0,1
837438,1,91,53000.0,1
838113,1,12,8500.0,1
839112,1,53,30000.0,1
840006,2,52,30000.0,1
840135,1,10,7500.0,1
841101,4,58,29000.0,2
841202,2,74,33000.0,2
841205,2,50,33500.0,2
841211,1,1,1000.0,1
841215,2,42,31000.0,1
841216,2,82,52000.0,1
841222,1,32,28100.0,1
841226,5,144,88700.0,3
841227,2,12,11500.0,1
841231,1,1,1000.0,1
841232,2,97,45000.0,1
841236,1,60,30000.0,1
841238,2,80,50200.0,2
841239,1,40,30000.0,1
841301,19,655,422000.0,3
841302,1,2,0.0,1
841304,1,26,20000.0,1
841313,2,142,76000.0,1
841316,1,1,1000.0,1
841406,4,80,61900.0,2
841417,2,70,52000.0,1
841424,2,25,21000.0,1
841426,1,37,22500.0,1
841428,6,240,144699.0,3
841434,1,40,33000.0,1
841435,1,43,30000.0,1
841436,2,65,41500.0,2
841437,2,64,37500.0,2
841438,4,126,82000.0,1
841440,5,231,121000.0,1
841441,1,57,30000.0,1
842001,33,1280,749100.0,4
842002,10,273,167500.0,3
842003,6,233,121500.0,1
842004,1,41,19000.0,1
843101,1,50,30000.0,1
843105,2,48,23500.0,1
843108,1,1,1000.0,1
843109,2,89,48600.0,2
843112,1,55,33000.0,1
843113,4,155,94000.0,1
843118,1,1,1000.0,1
843119,1,41,33000.0,1
843128,6,172,110000.0,1
843146,1,38,30000.0,1
843301,6,170,96700.0,2
843302,7,225,150800.0,2
843311,2,74,41000.0,1
843317,2,62,40000.0,1
843321,1,9,10000.0,1
843325,3,134,80000.0,1
843329,2,64,42500.0,2
843333,2,77,30000.0,1
844101,11,376,227500.0,1
844112,1,64,31000.0,1
844113,1,33,29400.0,1
844114,4,196,116000.0,2
844115,1,45,30000.0,1
844117,2,52,31000.0,1
844118,3,105,62000.0,1
844121,2,101,66000.0,1
844122,2,92,48000.0,1
844123,4,163,107000.0,2
844124,2,54,40000.0,1
844126,2,79,50000.0,2
844127,3,98,56313.0,1
844139,1,1,1000.0,1
844501,1,1,1000.0,1
844502,2,123,68000.0,1
844504,1,56,30000.0,1
844505,3,78,53500.0,3
844506,1,11,10000.0,1
844507,1,64,43000.0,1
845101,1,1,0.0,1
845103,3,76,68700.0,3
845105,4,137,96700.0,4
845106,1,11,10500.0,1
845216,2,75,45000.0,1
845218,2,71,48500.0,1
845301,1,26,22000.0,1
845306,2,80,60000.0,1
845401,16,575,356199.0,3
845412,1,44,30000.0,1
845418,1,7,7000.0,1
845422,1,111,55500.0,1
845424,2,107,60000.0,1
845436,1,24,23700.0,1
845437,4,110,33000.0,3
845438,8,199,134500.0,2
845449,1,70,38000.0,1
845454,3,136,82000.0,1
845491,2,89,60000.0,2
845518,1,52,30000.0,1
846001,10,370,214100.0,2
846002,1,61,33000.0,1
846003,1,42,30000.0,1
846004,5,270,142000.0,2
846009,1,58,40200.0,1
847105,1,24,21000.0,1
847106,1,55,30000.0,1
847211,10,236,157500.0,5
847222,4,158,103000.0,1
847226,3,87,66000.0,1
847227,1,57,38000.0,1
847233,2,140,76000.0,1
847234,1,31,26000.0,1
847239,1,24,20000.0,1
847302,2,68,35000.0,2
847402,1,14,10000.0,1
847411,1,50,30000.0,1
847428,1,46,40000.0,1
847429,1,92,53000.0,1
847451,5,238,130000.0,1
848101,44,1062,663500.0,1
848113,1,6,5000.0,1
848114,2,98,58000.0,1
848117,1,20,10500.0,1
848125,1,52,33000.0,1
848127,1,25,21000.0,1
848134,2,64,43000.0,1
848160,2,104,53000.0,1
848206,1,29,20000.0,1
848210,7,424,219500.0,1
848213,1,23,22000.0,1
848216,1,54,31000.0,1
848503,3,89,72000.0,1
848504,6,93,39000.0,2
851001,1,47,33000.0,1
851101,15,586,381575.0,4
851112,1,20,20500.0,1
851117,3,41,36000.0,1
851118,1,76,38000.0,1
851129,5,111,63000.0,2
851130,1,1,2000.0,1
851131,1,24,20000.0,1
851134,4,133,85000.0,2
851201,1,49,30000.0,1
851203,1,14,10000.0,1
851204,4,104,62000.0,1
851215,1,9,10000.0,1
851216,2,17,10000.0,2
851218,1,54,40000.0,1
852110,1,12,9800.0,1
852113,6,178,117000.0,3
852123,5,67,53900.0,2
852124,2,67,31000.0,1
852129,1,67,38000.0,1
852131,1,1,1000.0,1
852137,3,54,50000.0,1
852201,8,336,238600.0,2
852213,3,96,73000.0,1
852219,2,110,71000.0,2
853204,2,68,30000.0,1
853205,1,30,20000.0,1
854101,9,226,132800.0,3
854103,4,258,134000.0,3
854104,1,46,33000.0,1
854105,11,400,237000.0,5
854106,1,1,1000.0,1
854108,5,121,68000.0,1
854113,1,1,1000.0,1
854117,1,10,11000.0,1
854202,2,95,60000.0,2
854301,6,220,123000.0,2
854302,1,49,33000.0,1
854303,1,5,3600.0,1
854304,10,485,285000.0,2
854308,1,55,33000.0,1
854311,13,322,194500.0,6
854312,1,1,1000.0,1
854315,4,151,104000.0,2
854317,6,126,69400.0,4
854318,2,70,49000.0,2
854326,1,59,30000.0,1
854329,3,83,61000.0,1
854330,1,30,15000.0,1
854331,1,14,10000.0,1
854332,1,1,1000.0,1
854336,3,66,46000.0,1
854337,1,34,20000.0,1
855101,2,88,60000.0,1
855102,2,23,20000.0,1
855105,1,1,1000.0,1
855107,8,280,158500.0,2
855108,2,66,42375.0,1
855113,4,75,64750.0,3
855115,2,78,51800.0,2
855116,6,308,192000.0,1
858211,1,14,10000.0,1
872127,1,10,10500.0,1
900094,1,15,14500.0,1
912481,1,9,10500.0,1
979112,1,23,20000.0,1
990024,1,32,20000.0,1
